酒名英文字段,年份字段,单价字段,散支字段,整箱字段,整箱规格字段,净含量字段,官网链接,供货商,供货商代码,上传时间
Chateau Cheval Blanc 2005,2005.0,6013,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Cheval Blanc 2006,2006.0,3469,11,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Cheval Blanc 2012,2012.0,3238,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Cheval Blanc 2019,2019.0,4857,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Cheval Blanc 2020,2020.0,0,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Clinet (Magnum) 2000,2000.0,2960,3,0,6,1500,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Clinet 2016,2016.0,759,0,3,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Clinet 2017,2017.0,602,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Clinet 2020,2020.0,4884,0,3,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Cos d'Estournel 2005,2005.0,1619,10,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Cos d'Estournel 2014,2014.0,879,0,4,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Cos d'Estournel 2017,2017.0,5828,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Ducru Beaucaillou 2005,2005.0,1758,7,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Ducru Beaucaillou 2019,2019.0,1480,0,2,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Figeac (Imperial) 2015,2015.0,19425,0,1,1,6000,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Figeac 2009,2009.0,2035,6,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Figeac 2010,2010.0,1850,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Figeac 2010,2010.0,22755,0,2,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Figeac 2019,2019.0,1573,6,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Figeac 2020,2020.0,11322,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Grand Puy Lacoste 1990,1990.0,1943,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Grand Puy Lacoste 1995,1995.0,1342,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Grand Puy Lacoste 2005,2005.0,833,11,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Grand Puy Lacoste 2005,2005.0,0,10,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Grand Puy Lacoste 2008,2008.0,555,4,4,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Grand Puy Lacoste 2009,2009.0,787,5,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Grand Puy Lacoste 2010,2010.0,694,0,2,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Grand Puy Lacoste 2016,2016.0,666,0,3,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Grand Puy Lacoste 2016,2016.0,666,0,8,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Grand Puy Lacoste 2019,2019.0,546,0,4,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Grand Puy Lacoste 2019,2019.0,0,0,4,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Gruaud Larose 2003,2003.0,648,3,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Haut Bailly 2011,2011.0,537,10,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Haut Brion (Magnum) 1996,1996.0,9990,0,1,1,1500,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Haut Brion 1989,1989.0,16650,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Haut Brion 1996,1996.0,4440,3,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Haut Brion 1996,1996.0,0,6,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Haut Brion 1998,1998.0,5088,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Haut Brion 1998,1998.0,0,10,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Haut Brion 2003,2003.0,3192,4,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Haut Brion 2003,2003.0,1943,3,0,12,375,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Haut Brion 2005,2005.0,5920,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Haut Brion 2005,2005.0,0,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Haut Brion 2006,2006.0,3562,6,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Haut Brion 2007,2007.0,3330,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Haut Brion 2008,2008.0,3562,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Haut Brion 2009,2009.0,40238,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Haut Brion 2009,2009.0,5967,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Haut Brion 2010,2010.0,6429,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Haut Brion 2011,2011.0,3469,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Haut Brion 2012,2012.0,22200,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Haut Brion 2015,2015.0,4764,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Haut Brion 2016,2016.0,27750,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Haut Brion 2017,2017.0,19425,0,4,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Haut Brion 2019,2019.0,21923,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Haut Brion 2020,2020.0,0,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Hosanna 2015,2015.0,1665,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau L'Angelus 2010,2010.0,2914,1,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau L'Angelus 2010,2010.0,37185,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau L'Eglise Clinet 2001,2001.0,1712,8,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau L'Eglise Clinet 2003,2003.0,1157,6,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau L'Eglise Clinet 2003,2003.0,0,2,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau L'Eglise Clinet 2004,2004.0,1157,6,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau L'Eglise Clinet 2005,2005.0,3562,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau L'Eglise Clinet 2006,2006.0,1388,0,2,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau L'Eglise Clinet 2007,2007.0,0,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau L'Eglise Clinet 2007,2007.0,1064,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau L'Eglise Clinet 2009,2009.0,2590,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau L'Eglise Clinet 2011,2011.0,1110,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau L'Eglise Clinet 2013,2013.0,907,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau L'Eglise Clinet 2017,2017.0,1665,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau L'Eglise Clinet 2017,2017.0,0,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau L'Evangile 2006,2006.0,1342,2,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Conseillante (Magnum) 2005,2005.0,4810,0,3,1,1500,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Conseillante 2005,2005.0,2220,6,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Conseillante 2006,2006.0,1064,1,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Conseillante 2010,2010.0,1665,11,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Conseillante 2012,2012.0,1342,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Conseillante 2019,2019.0,1758,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Conseillante 2020,2020.0,0,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Dominique 2005,2005.0,740,0,2,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Dominique 2009,2009.0,833,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Dominique 2010,2010.0,648,8,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Dominique 2015,2015.0,509,2,0,3,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Fleur Petrus 2005,2005.0,1850,4,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Gomerie 2000,2000.0,1342,8,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Mission Haut Brion 1998,1998.0,3978,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Mission Haut Brion 2000,2000.0,5180,5,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Mission Haut Brion 2003,2003.0,1758,3,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Mission Haut Brion 2005,2005.0,4348,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Mission Haut Brion 2006,2006.0,2082,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Mission Haut Brion 2006,2006.0,0,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Mission Haut Brion 2007,2007.0,1712,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Mission Haut Brion 2007,2007.0,1712,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Mission Haut Brion 2008,2008.0,1804,1,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Mission Haut Brion 2009,2009.0,4348,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Mission Haut Brion 2009,2009.0,0,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Mission Haut Brion 2011,2011.0,0,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Mission Haut Brion 2011,2011.0,1619,6,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Mission Haut Brion 2012,2012.0,1712,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Mission Haut Brion 2012,2012.0,1527,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Mission Haut Brion 2012,2012.0,0,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Mission Haut Brion 2014,2014.0,0,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Mission Haut Brion 2014,2014.0,1434,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Mission Haut Brion 2014,2014.0,0,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Mission Haut Brion 2015,2015.0,2729,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Mission Haut Brion 2015,2015.0,0,0,10,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Mission Haut Brion 2016,2016.0,3007,0,4,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Mission Haut Brion 2017,2017.0,1943,0,4,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Mission Haut Brion 2018,2018.0,2960,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau La Mission Haut Brion 2019,2019.0,2359,0,4,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Lafite Rothschild 2015,2015.0,5735,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Lafite Rothschild 2018,2018.0,6707,5,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Lafite Rothschild 2019,2019.0,5504,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Lafite Rothschild 2020,2020.0,0,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Lafleur (Magnum) 2008,2008.0,12025,0,1,3,1500,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Lafleur 2001,2001.0,5088,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Lafleur 2004,2004.0,4302,1,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Lafleur 2004,2004.0,0,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Lafleur 2006,2006.0,5458,5,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Lafleur 2006,2006.0,0,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Lafleur 2009,2009.0,13413,3,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Lafleur 2009,2009.0,0,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Lafleur 2013,2013.0,3423,2,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Lafleur 2013,2013.0,0,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Lafleur 2020,2020.0,7354,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Laroque 2016,2016.0,407,5,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Lascombes 2015,2015.0,509,0,2,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Latour (Ex-Chateau) 2003,2003.0,0,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Latour (Ex-Chateau) 2003,2003.0,7030,4,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Latour (Ex-Chateau) 2003,2003.0,0,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Latour (Ex-Chateau) 2012,2012.0,24698,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Latour (Ex-Chateau) 2012,2012.0,4117,0,3,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Latour 1995,1995.0,5227,10,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Latour 2007,2007.0,54945,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Latour 2007,2007.0,4255,6,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Latour 2008,2008.0,4144,4,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Latour 2008,2008.0,0,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Latour 2015,2015.0,29415,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Latour Ex-Chateau (Magnum) 2003,2003.0,14800,0,1,3,1500,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Le Gay 2010,2010.0,1388,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Le Pin 1985,1985.0,32375,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Leoville Las Cases 2018,2018.0,1989,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Leoville Poyferre (OWC) 2016,2016.0,722,0,4,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Leoville Poyferre 2017,2017.0,602,3,4,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Leoville Poyferre 2019,2019.0,666,0,3,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Margaux 1986,1986.0,4995,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Margaux 2003,2003.0,29693,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Margaux 2005,2005.0,6105,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Margaux 2009,2009.0,6383,2,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Margaux 2012,2012.0,3515,4,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Margaux 2012,2012.0,0,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Margaux 2020,2020.0,0,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Montrose 2010,2010.0,1665,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Mouton Rothschild (Magnum) 2006,2006.0,12488,0,3,1,1500,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Mouton Rothschild 2006,2006.0,4810,0,1,3,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Mouton Rothschild 2009,2009.0,6475,6,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Mouton Rothschild 2009,2009.0,5643,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Mouton Rothschild 2010,2010.0,5504,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Mouton Rothschild 2012,2012.0,3839,4,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Mouton Rothschild 2019,2019.0,5042,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Mouton Rothschild 2019,2019.0,0,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Mouton Rothschild 2020,2020.0,0,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Palmer (Magnum) 2015,2015.0,5088,5,0,6,1500,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Palmer 2019,2019.0,11655,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Pape Clement 2005,2005.0,1527,9,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Pape Clement 2006,2006.0,925,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Pavie 2008,2008.0,2035,5,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Pavie 2009,2009.0,2729,6,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Petrus (Magnum) 1993,1993.0,46250,2,0,6,1500,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Petrus 1966,1966.0,22663,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Petrus 1985,1985.0,19425,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Petrus 1989,1989.0,0,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Petrus 1990,1990.0,0,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Petrus 2012,2012.0,24975,3,0,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Petrus 2015,2015.0,37925,1,0,3,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Pichon Baron 2015,2015.0,1064,3,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Pichon Baron 2020,2020.0,0,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Pichon Lalande 1995,1995.0,2082,1,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Pichon Lalande 2019,2019.0,9990,0,4,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Pichon Lalande 2020,2020.0,0,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Rauzan Segla 1990,1990.0,1665,4,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Rauzan Segla 2017,2017.0,3053,3,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Rauzan Segla 2019,2019.0,4163,0,4,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Saint Pierre 2019,2019.0,398,0,9,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Troplong Mondot (OWC) 2000,2000.0,1342,0,2,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Troplong Mondot (OWC) 2014,2014.0,3663,0,6,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Troplong Mondot 2005,2005.0,1804,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Troplong Mondot 2010,2010.0,1203,0,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Troplong Mondot 2012,2012.0,694,5,1,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Troplong Mondot 2019,2019.0,8603,0,2,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Trotanoy 2008,2008.0,10545,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Trotanoy 2008,2008.0,1758,0,3,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Trotanoy 2013,2013.0,7215,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Valandraud 2001,2001.0,1388,10,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateau Valandraud 2015,2015.0,1203,0,1,6,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
Chateauneuf du Pape Chateau Rayas 1990,1990.0,23865,2,0,12,750,http://www.wineac.com/eshop/,A.C Wine (003),003,2025-04-13 13:19:43
