酒名英文字段,酒名中文字段,年份字段,单价字段,散支字段,官网链接,供货商,供货商代码,上传时间
Chateau Calon Segur,卡龙世家,1990.0,1600.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Calon Segur 1.5L,卡龙世家 1.5L,1995.0,2600.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Cos d'Estournel,爱斯图尔,1996.0,1700.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Cos d'Estournel,爱斯图尔,1995.0,1750.0,7,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chateau Cos d'Estournel (base neck, soiled label)",爱斯图尔 (污标),1937.0,4300.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Cos d'Estournel 6L (owc),爱斯图尔 6L (原箱),2018.0,12800.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Cos d'Estournel 6L (owc),爱斯图尔 6L (原箱),2017.0,9000.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Cos Labory,柯斯拉伯丽,1990.0,850.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Les Ormes de Pez,宝榆庄,2006.0,330.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Les Ormes de Pez,宝榆庄,2006.0,330.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Montrose,玫瑰山,1989.0,3850.0,8,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Montrose,玫瑰山,1967.0,2200.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Phelan Segur (soiled label),飞龙世家 (污标),1970.0,1000.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Ducru Beaucaillou,宝嘉龙,2001.0,1300.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Ducru Beaucaillou,宝嘉龙,1990.0,1500.0,7,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Ducru Beaucaillou,宝嘉龙,1976.0,1700.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Gruaud Larose,金玫瑰,1990.0,1300.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Gruaud Larose (high shoulder),金玫瑰,1959.0,3500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Gruaud Larose 1.5L,金玫瑰 1.5L,1995.0,1900.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Gruaud Larose 1.5L,金玫瑰 1.5L,1990.0,3000.0,10,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Lagrange 1.5L,力关 1.5L,1990.0,2950.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Lalande Borie 6L (owc) (ex-Chateau),拉朗宝怡 6L (原箱),2010.0,3700.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Langoa Barton,朗高巴顿,1999.0,800.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Leoville Barton,巴頓,1995.0,950.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Leoville Barton,巴頓,1990.0,1600.0,14,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Leoville Lascases,雄狮,1997.0,1500.0,11,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Leoville Lascases,雄狮,1996.0,2200.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Leoville Lascases,雄狮,1993.0,1400.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Leoville Lascases,雄狮,1990.0,2700.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Leoville Lascases,雄狮,1990.0,2700.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Leoville Lascases,雄狮,1981.0,1800.0,8,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Leoville Lascases (owc),雄狮 (原箱),1988.0,2200.0,18,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Leoville Lascases (soiled label),雄狮 (污标),1969.0,1500.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Leoville Poyferre,龙博飞,1990.0,2600.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Leoville Poyferre 1.5L,龙博飞 1.5L,1996.0,2300.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Talbot 3L (owc) (ex-Chateau),太堡 3L (原箱),1997.0,3500.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Talbot 5L (owc),太堡 5L (原箱),1997.0,6900.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Talbot 6L (owc),太堡 6L (原箱),1997.0,7300.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bourgogne Blanc, Colin Morey",PYCM. 大区 干白,2018.0,800.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bourgogne Blanc, Lamy Caillat",Lamy Caillat. 大区 干白,2018.0,3400.0,17,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bourgogne Cote d'Or, Cecile Tremblay",塞西尔 特伦布. 大区 Cote d'O,2018.0,1900.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bourgogne Pinot Noir, Coche Dury",科奇. 大区 干红,1999.0,3200.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bourgogne Rouge, Mugneret Gibourg",小天使. 大区 干红,2017.0,1900.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Auxey Duresses, Coche Dury",科奇. 欧榭 都赫斯 村酒,2008.0,2000.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Auxey Duresses, Coche Dury",科奇. 欧榭 都赫斯 村酒,2007.0,2000.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Beaune 1er Clos des Mouches, Joseph Drouhin",约瑟夫 杜鲁安. 蜜蜂园,1989.0,1850.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Beaune 1er Clos des Mouches, Joseph Drouhin",约瑟夫 杜鲁安. 蜜蜂园,1983.0,2000.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Beaune 1er Clos des Mouches, Joseph Drouhin (soiled label)",约瑟夫 杜鲁安. 蜜蜂园 (污标),1985.0,2500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Beaune Les Prevolles, Les Horees",,2019.0,3700.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Beaune Les Prevolles, Les Horees (ocb)",,2019.0,3700.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Aligote du Jardin, Maison Thiriet",蒂婕. 阿里哥蝶 du Jardin,2019.0,400.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bourgogne Aligote, Coche Dury",科奇. 阿里歌碟,2016.0,3100.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bourgogne Aligote, Coche Dury",科奇. 阿里歌碟,2015.0,3100.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bourgogne Aligote, Domaine Leroy",乐华. 阿里哥蝶 (黄盖),2015.0,2300.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bonnes Mares, Arlaud",阿罗. 博马尔,2014.0,2900.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bonnes Mares, Bart",Bart. 博马尔,1990.0,3500.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bonnes Mares, Bart 1.5L",Bart. 博马尔 1.5L,2012.0,4000.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bonnes Mares, Bart 1.5L",Bart. 博马尔 1.5L,2011.0,3000.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bonnes Mares, Comte Georges de Vogue",武戈公爵. 博马尔,2006.0,4850.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bonnes Mares, Comte Georges de Vogue (owc)",武戈公爵. 博马尔 (原箱),2014.0,4100.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bonnes Mares, Domaine de la Vougeraie",伍杰雷. 博马尔,2006.0,2950.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bonnes Mares, Dujac",杜雅克. 博马尔,2018.0,7500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bonnes Mares, Dujac",杜雅克. 博马尔,2014.0,7800.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bonnes Mares, Dujac",杜雅克. 博马尔,2011.0,7800.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bonnes Mares, Fougeray de Beauclair",Fougeray de Beauclair. 博马尔,2002.0,2300.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bonnes Mares, Francois Bertheau",百图. 博马尔,2009.0,3900.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bonnes Mares, Georges Roumier",乔治 卢米. 博马尔,2003.0,14800.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bonnes Mares, Georges Roumier",乔治 卢米. 博马尔,2000.0,14300.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bonnes Mares, Henri Boillot",亨利 布瓦洛. 博马尔,2017.0,2400.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bonnes Mares, Henri Boillot",亨利 布瓦洛. 博马尔,2012.0,2650.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bonnes Mares, Henri Boillot",亨利 布瓦洛. 博马尔,2001.0,3500.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Bonnes Mares, Pousse d'Or",金芽庄. 博马尔,2015.0,3200.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny 1er Cru, Comte Georges de Vogue",武戈公爵. 香波木西尼 一级园,2010.0,3800.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny 1er Cru, Comte Georges de Vogue (owc)",武戈公爵. 香波木西尼 一级园 (原箱),2001.0,3600.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny 1er Les Amoureuses, Benjamin Roblot",Benjamin Roblot. 爱侣田,2018.0,5000.0,9,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny 1er Les Amoureuses, Comte Georges de Vogue (owc)",武戈公爵. 爱侣田 （原箱),2000.0,8300.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny 1er Les Amoureuses, Jacques Frederic Mugnier",木尼艾. 爱侣田,2016.0,19000.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny 1er Les Amoureuses, Jacques Frederic Mugnier",木尼艾. 爱侣田,2008.0,19000.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny 1er Les Amoureuses, Lucien Le Moine",路西. 爱侣田,2014.0,3300.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny 1er Les Amoureuses, Pousse d'Or",金芽庄. 香波木西尼 一级园 爱侣田,2017.0,3600.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny 1er Les Amoureuses, Robert Groffier",羅伯葛菲. 爱侣园,2007.0,6700.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny 1er Les Cras, Georges Roumier 1.5L (soiled label)",乔治 卢米. 香波木西尼 一级园 Les Cras 1.5L (污标),2017.0,16500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny 1er Les Feusselottes, Meo Camuzet Frere & Soeurs",,2009.0,2700.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny 1er Les Fuees, Benjamin Roblot",Benjamin Roblot. 香波木西尼 一级园 Les Fuees,2018.0,2100.0,8,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny 1er Les Fuees, Faiveley",法维莱. 香波木西尼 一级园 Les Fuees,2015.0,1500.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny 1er Les Hauts Doix, Robert Groffier",羅伯葛菲. 香波木西尼 一级园 Les Hauts Doix,2016.0,2500.0,10,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny 1er Les Hauts Doix, Robert Groffier",羅伯葛菲. 香波木西尼 一级园 Les Hauts Doix,2010.0,2200.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny Les Cabottes, Cecile Tremblay",塞西尔 特伦布. 香波木西尼 Les Cabottes 村酒,2016.0,4600.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny, Arnoux Lachaux",安慕拉夏. 香波木西尼 村酒,2019.0,4500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny, Arnoux Lachaux",安慕拉夏. 香波木西尼 村酒,2016.0,2200.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny, Comte Georges de Vogue",武戈公爵. 香波木西尼 村酒,2007.0,2600.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny, Comte Georges de Vogue (owc)",武戈公爵. 香波木西尼 村酒 (原箱),2014.0,2500.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny, Comte Georges de Vogue (soiled label)",武戈公爵. 香波木西尼 村酒 (污标),2007.0,2500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny, Dujac",杜雅克. 香波木西尼 村酒,2019.0,1850.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny, Dujac",杜雅克. 香波木西尼 村酒,2018.0,1400.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny, Dujac",杜雅克. 香波木西尼 村酒,2017.0,1500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny, Dujac Fils & Pere",杜雅克. 香波木西尼 村酒,2009.0,1900.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny, Georges Roumier",乔治 卢米. 香波木西尼 村酒,2018.0,3400.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny, Georges Roumier (soiled label)",乔治 卢米. 香波木西尼 村酒 (污标),2001.0,4500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny, Ghislaine Barthod",Ghislaine Barthod. 香波木西尼 村酒,2016.0,1200.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny, Jacques Frederic Mugnier",木尼艾. 香波木西尼 村酒,2018.0,2900.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chambolle Musigny, JJ Confuron",JJ Confuron. 香波木西尼 村酒,1999.0,1500.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Musigny GC, Comte Georges de Vogue",武戈公爵. 木西尼 老藤,2006.0,7000.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Musigny GC, Jacques Frederic Mugnier",木尼艾. 木西尼,2001.0,22800.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Musigny GC, Jacques Frederic Mugnier",木尼艾. 木西尼,1986.0,17000.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Musigny GC, Jacques Prieur",Jacques Prieur. 木西尼,2010.0,6800.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet 1er Boudriotte, Ramonet 37.5cl",拉梦奈. 夏沙尼蒙哈榭 一级园 Boudriotte 37.5cl,2019.0,1250.0,12,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet 1er Clos St Jean, Michel Niellon",尼尔伦. 夏沙尼蒙哈榭 一级园 圣让园,2019.0,780.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet 1er Clos St Jean, Paul Pillot",保罗 皮诺. 夏沙尼蒙哈榭 一级园 Clos St Jean,2018.0,1400.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet 1er En Remilly, Bruno Colin",Bruno Colin. 夏沙尼蒙哈榭 一级园 En Remilly,2021.0,1100.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet 1er la Dent de Chien, Chateau de la Maltroye",蒙特涅. 夏沙尼蒙哈榭 一级园 犬牙园,2019.0,3500.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet 1er la Dent de Chien, Chateau de la Maltroye",蒙特涅. 夏沙尼蒙哈榭 一级园 犬牙园,2014.0,4600.0,12,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet 1er La Grande Montagne, Paul Pillot",保罗 皮诺. 夏沙尼蒙哈榭 一级园 La Grande Montagne,2018.0,2400.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet 1er La Maltroie, Bruno Colin",Bruno Colin. 夏沙尼蒙哈榭 一级园 La Maltroie,2020.0,750.0,17,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet 1er La Romanee, Fontaine Gagnard",Fontaine Gagnard. 夏沙尼蒙哈榭 一级园 La Romanee,2020.0,1500.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet 1er La Romanee, Paul Pillot",保罗 皮诺. 夏沙尼蒙哈榭 一级园 La Romanee,2016.0,3850.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet 1er Les Caillerets, Caroline Morey",Caroline Morey . 夏沙尼蒙哈榭 一级园 Les Caillerets,2017.0,3300.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet 1er Les Caillerets, Caroline Morey",Caroline Morey . 夏沙尼蒙哈榭 一级园 Les Caillerets,2015.0,3400.0,11,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet 1er Les Caillerets, Lamy Caillat",Lamy Caillat. 夏沙尼蒙哈榭 一级园 Les Caillerets,2017.0,8200.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet 1er Les Caillerets, Paul Pillot",保罗 皮诺. 夏沙尼蒙哈榭 一级园 Caillerets,2015.0,2600.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet 1er Les Champs Gain, Marc Colin",马克 歌林. 夏沙尼蒙哈榭 一级园 Champs Gains.,2022.0,950.0,10,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet 1er Les Champs Gains, Caroline Morey",Caroline Morey . 夏沙尼蒙哈榭 一级园 Champs Gains,2019.0,1800.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet 1er Les Champs Gains, Marc Colin",马克 歌林. 夏沙尼蒙哈榭 一级园 Champs Gains,2013.0,1400.0,10,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet 1er Les Champs Gains, Paul Pillot",保罗 皮诺. 夏沙尼蒙哈榭 一级园 Champs Gains,2017.0,1950.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet 1er Les Champs Gains, Paul Pillot",保罗 皮诺. 夏沙尼蒙哈榭 一级园 Champs Gains,2012.0,1800.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet 1er Les Chaumees, Caroline Morey",Caroline Morey . 夏沙尼蒙哈榭 一级园 Les Chaumees,2019.0,1900.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet 1er Les Chaumees, Caroline Morey",Caroline Morey . 夏沙尼蒙哈榭 一级园 Les Chaumees,2017.0,2400.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet 1er Les Chenevottes, Bruno Colin",布鲁诺 科林. 夏沙尼蒙哈榭 一级园 Les Chenevottes,2018.0,800.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet 1er Les Grandes Ruchottes, Colin Morey",PYCM. 夏沙尼蒙哈榭 一级园 Grands Ruchottes,2013.0,3300.0,8,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet 1er Les Grandes Ruchottes, Paul Pillot",保罗 皮诺. 夏沙尼蒙哈榭 一级园 Grandes Ruchottes,2021.0,3200.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet 1er Vergers, Guy Amiot",盖伊 阿米奥. 夏沙尼蒙哈榭 一级园 Vergers,2018.0,1050.0,10,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet, Bruno Colin",Bruno Colin. 夏沙尼蒙哈榭 村酒,2020.0,680.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet, Lamy Caillat",Lamy Caillat. 夏沙尼蒙哈榭 村酒,2019.0,4250.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chassagne Montrachet, Lamy Caillat",Lamy Caillat. 夏沙尼蒙哈榭 村酒,2018.0,4900.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Criots Batard Montrachet, Fontaine Gagnard",Fontaine Gagnard. 克利特 巴塔 蒙哈榭,2016.0,3000.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"La Montrachet, Comtes Lafon",拉芳. 蒙哈榭,2019.0,25500.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
